Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
-----------------------------------------------
                0.00    0.00     300/3585750     Used::Clear2(Cover&) [424]
                0.00    0.00     300/3585750     Used::Used(Cover&) [425]
                0.00    0.00    4950/3585750     Cover::createConcreteValueCombo(int, std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> >) [38]
                0.00    0.00   68850/3585750     checkV(int*, int*, int, Cover&, int) [4]
                0.00    0.00 3511350/3585750     BestSymbol(int*, int*, int, Cover&, Used const&) [2]
[143]    0.0    0.00    0.00 3585750         Cover::getSym(int, int) const [143]
-----------------------------------------------
                0.00    0.00     495/1710157     Cover::createConcreteValueCombo(int, std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> >) [38]
                0.00    0.00    9495/1710157     std::vector<int, std::allocator<int> >::_M_range_check(unsigned long) const [256]
                0.00    0.00   13500/1710157     Cover::CoveredUpdateInLoop(std::vector<int, std::allocator<int> >) [41]
                0.00    0.00   14049/1710157     std::vector<int, std::allocator<int> >::operator=(std::vector<int, std::allocator<int> > const&) [87]
                0.00    0.00   83890/1710157     std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [73]
                0.00    0.00  510300/1710157     CA_SMT::add_constraints(std::vector<int, std::allocator<int> >) [5]
                0.00    0.00 1078428/1710157     std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [31]
[144]    0.0    0.00    0.00 1710157         std::vector<int, std::allocator<int> >::size() const [144]
-----------------------------------------------
                0.00    0.00     108/1706599     int* std::__copy_move_backward_a<true, int*, int*>(int*, int*, int*) [354]
                0.00    0.00   88849/1706599     int* std::__copy_move_a<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [217]
                0.00    0.00 1617642/1706599     int* std::__relocate_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [168]
[145]    0.0    0.00    0.00 1706599         int* std::__niter_base<int*>(int*) [145]
-----------------------------------------------
                0.00    0.00 1614612/1614612     colVal* std::__relocate_a<colVal*, colVal*, std::allocator<colVal> >(colVal*, colVal*, colVal*, std::allocator<colVal>&) [66]
[146]    0.0    0.00    0.00 1614612         colVal* std::__niter_base<colVal*>(colVal*) [146]
-----------------------------------------------
                0.00    0.00  269597/1143497     void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [22]
                0.00    0.00  436950/1143497     void std::allocator_traits<std::allocator<int> >::construct<int, int const&>(std::allocator<int>&, int*, int const&) [174]
                0.00    0.00  436950/1143497     void __gnu_cxx::new_allocator<int>::construct<int, int const&>(int*, int const&) [173]
[147]    0.0    0.00    0.00 1143497         int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [147]
-----------------------------------------------
                0.00    0.00  269102/1133102     void std::vector<colVal, std::allocator<colVal> >::_M_realloc_insert<colVal const&>(__gnu_cxx::__normal_iterator<colVal*, std::vector<colVal, std::allocator<colVal> > >, colVal const&) [27]
                0.00    0.00  432000/1133102     void std::allocator_traits<std::allocator<colVal> >::construct<colVal, colVal const&>(std::allocator<colVal>&, colVal*, colVal const&) [177]
                0.00    0.00  432000/1133102     void __gnu_cxx::new_allocator<colVal>::construct<colVal, colVal const&>(colVal*, colVal const&) [176]
[148]    0.0    0.00    0.00 1133102         colVal const& std::forward<colVal const&>(std::remove_reference<colVal const&>::type&) [148]
-----------------------------------------------
                0.00    0.00      20/1101963     void std::vector<int, std::allocator<int> >::_M_realloc_insert<int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int&&) [106]
                0.00    0.00      36/1101963     void std::vector<int, std::allocator<int> >::_M_insert_aux<int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int&&) [352]
                0.00    0.00    4455/1101963     bool __gnu_cxx::operator==<int const*, int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [269]
                0.00    0.00    4950/1101963     decltype ((({parm#1}.base)())-(({parm#2}.base)())) __gnu_cxx::operator-<int const*, int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [265]
                0.00    0.00    5004/1101963     __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::__normal_iterator<int*>(__gnu_cxx::__normal_iterator<int*, __gnu_cxx::__enable_if<std::__are_same<int*, int*>::__value, std::vector<int, std::allocator<int> > >::__type> const&) [263]
                0.00    0.00    9090/1101963     int* std::__niter_base<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [261]
                0.00    0.00  539194/1101963     void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [22]
                0.00    0.00  539214/1101963     __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::difference_type __gnu_cxx::operator-<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [186]
[149]    0.0    0.00    0.00 1101963         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [149]
-----------------------------------------------
                0.00    0.00   19800/1096208     std::vector<colVal, std::allocator<colVal> >::_M_range_check(unsigned long) const [251]
                0.00    0.00 1076408/1096208     std::vector<colVal, std::allocator<colVal> >::_M_check_len(unsigned long, char const*) const [43]
[150]    0.0    0.00    0.00 1096208         std::vector<colVal, std::allocator<colVal> >::size() const [150]
-----------------------------------------------
                0.00    0.00      20/1077438     std::vector<z3::expr, std::allocator<z3::expr> >::_S_max_size(std::allocator<z3::expr> const&) [371]
                0.00    0.00  538204/1077438     std::vector<colVal, std::allocator<colVal> >::_S_max_size(std::allocator<colVal> const&) [63]
                0.00    0.00  539214/1077438     std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [48]
[151]    0.0    0.00    0.00 1077438         unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [151]
-----------------------------------------------
                0.00    0.00  538204/1076408     void std::vector<colVal, std::allocator<colVal> >::_M_realloc_insert<colVal const&>(__gnu_cxx::__normal_iterator<colVal*, std::vector<colVal, std::allocator<colVal> > >, colVal const&) [27]
                0.00    0.00  538204/1076408     __gnu_cxx::__normal_iterator<colVal*, std::vector<colVal, std::allocator<colVal> > >::difference_type __gnu_cxx::operator-<colVal*, std::vector<colVal, std::allocator<colVal> > >(__gnu_cxx::__normal_iterator<colVal*, std::vector<colVal, std::allocator<colVal> > > const&, __gnu_cxx::__normal_iterator<colVal*, std::vector<colVal, std::allocator<colVal> > > const&) [189]
[152]    0.0    0.00    0.00 1076408         __gnu_cxx::__normal_iterator<colVal*, std::vector<colVal, std::allocator<colVal> > >::base() const [152]
-----------------------------------------------
                0.00    0.00  358410/897624      __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*) [182]
                0.00    0.00  539214/897624      __gnu_cxx::new_allocator<int>::max_size() const [164]
[153]    0.0    0.00    0.00  897624         __gnu_cxx::new_allocator<int>::_M_max_size() const [153]
-----------------------------------------------
                0.00    0.00      20/869144      void __gnu_cxx::new_allocator<z3::expr>::construct<z3::expr, z3::expr>(z3::expr*, z3::expr&&) [128]
                0.00    0.00      30/869144      void std::_Construct<z3::expr, z3::expr const&>(z3::expr*, z3::expr const&) [122]
                0.00    0.00      45/869144      void std::_Rb_tree<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> >, std::_Identity<std::vector<int, std::allocator<int> > >, std::less<std::vector<int, std::allocator<int> > >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_construct_node<std::vector<int, std::allocator<int> > const&>(std::_Rb_tree_node<std::vector<int, std::allocator<int> > >*, std::vector<int, std::allocator<int> > const&) [102]
                0.00    0.00      45/869144      void __gnu_cxx::new_allocator<std::_Rb_tree_node<std::vector<int, std::allocator<int> > > >::construct<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > const&>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> > const&) [95]
                0.00    0.00      54/869144      void __gnu_cxx::new_allocator<int>::construct<int, int>(int*, int&&) [305]
                0.00    0.00  432000/869144      void __gnu_cxx::new_allocator<colVal>::construct<colVal, colVal const&>(colVal*, colVal const&) [176]
                0.00    0.00  436950/869144      void __gnu_cxx::new_allocator<int>::construct<int, int const&>(int*, int const&) [173]
[154]    0.0    0.00    0.00  869144         operator new(unsigned long, void*) [154]
-----------------------------------------------
                0.00    0.00      20/864064      z3::operator+(z3::expr const&, z3::expr const&) [105]
                0.00    0.00  212096/864064      z3::operator<=(z3::expr const&, z3::expr const&) [30]
                0.00    0.00  212096/864064      z3::operator>(z3::expr const&, z3::expr const&) [29]
                0.00    0.00  219926/864064      z3::operator>=(z3::expr const&, z3::expr const&) [17]
                0.00    0.00  219926/864064      z3::operator<(z3::expr const&, z3::expr const&) [28]
[155]    0.0    0.00    0.00  864064         z3::check_context(z3::object const&, z3::object const&) [155]
-----------------------------------------------
                0.00    0.00  864004/864004      void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char*>(char*, char*, std::forward_iterator_tag) [57]
[156]    0.0    0.00    0.00  864004         bool __gnu_cxx::__is_null_pointer<char>(char*) [156]
-----------------------------------------------
                0.00    0.00  864004/864004      std::iterator_traits<char*>::difference_type std::distance<char*>(char*, char*) [159]
[157]    0.0    0.00    0.00  864004         std::iterator_traits<char*>::difference_type std::__distance<char*>(char*, char*, std::random_access_iterator_tag) [157]
-----------------------------------------------
                0.00    0.00  864004/864004      std::iterator_traits<char*>::difference_type std::distance<char*>(char*, char*) [159]
[158]    0.0    0.00    0.00  864004         std::iterator_traits<char*>::iterator_category std::__iterator_category<char*>(char* const&) [158]
-----------------------------------------------
                0.00    0.00  864004/864004      void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char*>(char*, char*, std::forward_iterator_tag) [57]
[159]    0.0    0.00    0.00  864004         std::iterator_traits<char*>::difference_type std::distance<char*>(char*, char*) [159]
                0.00    0.00  864004/864004      std::iterator_traits<char*>::iterator_category std::__iterator_category<char*>(char* const&) [158]
                0.00    0.00  864004/864004      std::iterator_traits<char*>::difference_type std::__distance<char*>(char*, char*, std::random_access_iterator_tag) [157]
-----------------------------------------------
                0.00    0.00  269102/807306      __gnu_cxx::new_allocator<colVal>::allocate(unsigned long, void const*) [188]
                0.00    0.00  538204/807306      __gnu_cxx::new_allocator<colVal>::max_size() const [60]
[160]    0.0    0.00    0.00  807306         __gnu_cxx::new_allocator<colVal>::_M_max_size() const [160]
-----------------------------------------------
                0.00    0.00      20/804810      void std::vector<int, std::allocator<int> >::_M_realloc_insert<int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int&&) [106]
                0.00    0.00    4949/804810      std::vector<int, std::allocator<int> >::_M_erase_at_end(int*) [259]
                0.00    0.00    4959/804810      int* std::vector<int, std::allocator<int> >::_M_allocate_and_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >(unsigned long, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [264]
                0.00    0.00    9504/804810      std::vector<int, std::allocator<int> >::operator=(std::vector<int, std::allocator<int> > const&) [87]
                0.00    0.00   83890/804810      std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [73]
                0.00    0.00  162294/804810      std::vector<int, std::allocator<int> >::~vector() [209]
                0.00    0.00  539194/804810      void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [22]
[161]    0.0    0.00    0.00  804810         std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [161]
-----------------------------------------------
                0.00    0.00   83890/623104      std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [73]
                0.00    0.00  539214/623104      std::vector<int, std::allocator<int> >::max_size() const [47]
[162]    0.0    0.00    0.00  623104         std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [162]
-----------------------------------------------
                0.00    0.00    4949/616504      std::vector<colVal, std::allocator<colVal> >::_M_erase_at_end(colVal*) [257]
                0.00    0.00   73351/616504      std::vector<colVal, std::allocator<colVal> >::~vector() [245]
                0.00    0.00  538204/616504      void std::vector<colVal, std::allocator<colVal> >::_M_realloc_insert<colVal const&>(__gnu_cxx::__normal_iterator<colVal*, std::vector<colVal, std::allocator<colVal> > >, colVal const&) [27]
[163]    0.0    0.00    0.00  616504         std::_Vector_base<colVal, std::allocator<colVal> >::_M_get_Tp_allocator() [163]
-----------------------------------------------
                0.00    0.00  539214/539214      std::allocator_traits<std::allocator<int> >::max_size(std::allocator<int> const&) [165]
[164]    0.0    0.00    0.00  539214         __gnu_cxx::new_allocator<int>::max_size() const [164]
                0.00    0.00  539214/897624      __gnu_cxx::new_allocator<int>::_M_max_size() const [153]
-----------------------------------------------
                0.00    0.00  539214/539214      std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [48]
[165]    0.0    0.00    0.00  539214         std::allocator_traits<std::allocator<int> >::max_size(std::allocator<int> const&) [165]
                0.00    0.00  539214/539214      __gnu_cxx::new_allocator<int>::max_size() const [164]
-----------------------------------------------
                0.00    0.00      20/539214      void std::vector<int, std::allocator<int> >::_M_realloc_insert<int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int&&) [106]
                0.00    0.00  539194/539214      void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [22]
[166]    0.0    0.00    0.00  539214         std::vector<int, std::allocator<int> >::_S_relocate(int*, int*, int*, std::allocator<int>&) [166]
                0.00    0.00  539214/539214      std::vector<int, std::allocator<int> >::_S_do_relocate(int*, int*, int*, std::allocator<int>&, std::integral_constant<bool, true>) [167]
-----------------------------------------------
                0.00    0.00  539214/539214      std::vector<int, std::allocator<int> >::_S_relocate(int*, int*, int*, std::allocator<int>&) [166]
[167]    0.0    0.00    0.00  539214         std::vector<int, std::allocator<int> >::_S_do_relocate(int*, int*, int*, std::allocator<int>&, std::integral_constant<bool, true>) [167]
                0.00    0.00  539214/539214      int* std::__relocate_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [168]
-----------------------------------------------
                0.00    0.00  539214/539214      std::vector<int, std::allocator<int> >::_S_do_relocate(int*, int*, int*, std::allocator<int>&, std::integral_constant<bool, true>) [167]
[168]    0.0    0.00    0.00  539214         int* std::__relocate_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [168]
                0.00    0.00 1617642/1706599     int* std::__niter_base<int*>(int*) [145]
                0.00    0.00  539214/539214      std::enable_if<std::__is_bitwise_relocatable<int, void>::value, int*>::type std::__relocate_a_1<int, int>(int*, int*, int*, std::allocator<int>&) [169]
-----------------------------------------------
                0.00    0.00  539214/539214      int* std::__relocate_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [168]
[169]    0.0    0.00    0.00  539214         std::enable_if<std::__is_bitwise_relocatable<int, void>::value, int*>::type std::__relocate_a_1<int, int>(int*, int*, int*, std::allocator<int>&) [169]
-----------------------------------------------
                0.00    0.00  269102/538204      std::vector<colVal, std::allocator<colVal> >::end() [193]
                0.00    0.00  269102/538204      std::vector<colVal, std::allocator<colVal> >::begin() [194]
[170]    0.0    0.00    0.00  538204         __gnu_cxx::__normal_iterator<colVal*, std::vector<colVal, std::allocator<colVal> > >::__normal_iterator(colVal* const&) [170]
-----------------------------------------------
                0.00    0.00  538204/538204      std::vector<colVal, std::allocator<colVal> >::max_size() const [61]
[171]    0.0    0.00    0.00  538204         std::_Vector_base<colVal, std::allocator<colVal> >::_M_get_Tp_allocator() const [171]
-----------------------------------------------
                0.00    0.00  538204/538204      colVal* std::__relocate_a<colVal*, colVal*, std::allocator<colVal> >(colVal*, colVal*, colVal*, std::allocator<colVal>&) [66]
[172]    0.0    0.00    0.00  538204         std::enable_if<std::__is_bitwise_relocatable<colVal, void>::value, colVal*>::type std::__relocate_a_1<colVal, colVal>(colVal*, colVal*, colVal*, std::allocator<colVal>&) [172]
-----------------------------------------------
                0.00    0.00  436950/436950      void std::allocator_traits<std::allocator<int> >::construct<int, int const&>(std::allocator<int>&, int*, int const&) [174]
[173]    0.0    0.00    0.00  436950         void __gnu_cxx::new_allocator<int>::construct<int, int const&>(int*, int const&) [173]
                0.00    0.00  436950/1143497     int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [147]
                0.00    0.00  436950/869144      operator new(unsigned long, void*) [154]
-----------------------------------------------
                0.00    0.00    4455/436950      std::vector<int, std::allocator<int> >::insert(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int const&) [86]
                0.00    0.00  162898/436950      std::vector<int, std::allocator<int> >::push_back(int const&) [16]
                0.00    0.00  269597/436950      void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [22]
[174]    0.0    0.00    0.00  436950         void std::allocator_traits<std::allocator<int> >::construct<int, int const&>(std::allocator<int>&, int*, int const&) [174]
                0.00    0.00  436950/1143497     int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [147]
                0.00    0.00  436950/436950      void __gnu_cxx::new_allocator<int>::construct<int, int const&>(int*, int const&) [173]
-----------------------------------------------
                0.00    0.00      10/436860      void std::vector<int, std::allocator<int> >::_M_realloc_insert<int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int&&) [106]
                0.00    0.00    4959/436860      std::vector<int, std::allocator<int> >::operator=(std::vector<int, std::allocator<int> > const&) [87]
                0.00    0.00  162294/436860      std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [208]
                0.00    0.00  269597/436860      void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [22]
[175]    0.0    0.00    0.00  436860         std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [175]
                0.00    0.00  358410/358410      std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long) [183]
-----------------------------------------------
                0.00    0.00  432000/432000      void std::allocator_traits<std::allocator<colVal> >::construct<colVal, colVal const&>(std::allocator<colVal>&, colVal*, colVal const&) [177]
[176]    0.0    0.00    0.00  432000         void __gnu_cxx::new_allocator<colVal>::construct<colVal, colVal const&>(colVal*, colVal const&) [176]
                0.00    0.00  432000/1133102     colVal const& std::forward<colVal const&>(std::remove_reference<colVal const&>::type&) [148]
                0.00    0.00  432000/869144      operator new(unsigned long, void*) [154]
-----------------------------------------------
                0.00    0.00  162898/432000      std::vector<colVal, std::allocator<colVal> >::push_back(colVal const&) [15]
                0.00    0.00  269102/432000      void std::vector<colVal, std::allocator<colVal> >::_M_realloc_insert<colVal const&>(__gnu_cxx::__normal_iterator<colVal*, std::vector<colVal, std::allocator<colVal> > >, colVal const&) [27]
[177]    0.0    0.00    0.00  432000         void std::allocator_traits<std::allocator<colVal> >::construct<colVal, colVal const&>(std::allocator<colVal>&, colVal*, colVal const&) [177]
                0.00    0.00  432000/1133102     colVal const& std::forward<colVal const&>(std::remove_reference<colVal const&>::type&) [148]
                0.00    0.00  432000/432000      void __gnu_cxx::new_allocator<colVal>::construct<colVal, colVal const&>(colVal*, colVal const&) [176]
-----------------------------------------------
                0.00    0.00    2107/375177      AddBest(int**, int**, int&, Cover&, int, Used&) [7]
                0.00    0.00  373070/375177      BestSymbol(int*, int*, int, Cover&, Used const&) [2]
[178]    0.0    0.00    0.00  375177         tieBreaker::addNum(int) [178]
-----------------------------------------------
                0.00    0.00    9000/363150      Cover::CoveredUpdateInLoop(std::vector<int, std::allocator<int> >) [41]
                0.00    0.00    9900/363150      Cover::KVCombo(int**, unsigned int**, int) [34]
                0.00    0.00  344250/363150      checkV(int*, int*, int, Cover&, int) [4]
[179]    0.0    0.00    0.00  363150         Cover::getIndex(int, int) [179]
-----------------------------------------------
                0.00    0.00      10/358456      void std::vector<int, std::allocator<int> >::_M_realloc_insert<int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int&&) [106]
                0.00    0.00    4959/358456      int* std::vector<int, std::allocator<int> >::_M_allocate_and_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >(unsigned long, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [264]
                0.00    0.00   83890/358456      std::_Vector_base<int, std::allocator<int> >::_M_create_storage(unsigned long) [223]
                0.00    0.00  269597/358456      void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [22]
[180]    0.0    0.00    0.00  358456         std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [180]
                0.00    0.00  358410/358410      std::allocator_traits<std::allocator<int> >::allocate(std::allocator<int>&, unsigned long) [184]
-----------------------------------------------
                0.00    0.00  358410/358410      std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long) [183]
[181]    0.0    0.00    0.00  358410         __gnu_cxx::new_allocator<int>::deallocate(int*, unsigned long) [181]
-----------------------------------------------
                0.00    0.00  358410/358410      std::allocator_traits<std::allocator<int> >::allocate(std::allocator<int>&, unsigned long) [184]
[182]    0.0    0.00    0.00  358410         __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*) [182]
                0.00    0.00  358410/897624      __gnu_cxx::new_allocator<int>::_M_max_size() const [153]
-----------------------------------------------
                0.00    0.00  358410/358410      std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [175]
[183]    0.0    0.00    0.00  358410         std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long) [183]
                0.00    0.00  358410/358410      __gnu_cxx::new_allocator<int>::deallocate(int*, unsigned long) [181]
-----------------------------------------------
                0.00    0.00  358410/358410      std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [180]
[184]    0.0    0.00    0.00  358410         std::allocator_traits<std::allocator<int> >::allocate(std::allocator<int>&, unsigned long) [184]
                0.00    0.00  358410/358410      __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*) [182]
-----------------------------------------------
                0.00    0.00   73351/342453      std::_Vector_base<colVal, std::allocator<colVal> >::~_Vector_base() [243]
                0.00    0.00  269102/342453      void std::vector<colVal, std::allocator<colVal> >::_M_realloc_insert<colVal const&>(__gnu_cxx::__normal_iterator<colVal*, std::vector<colVal, std::allocator<colVal> > >, colVal const&) [27]
[185]    0.0    0.00    0.00  342453         std::_Vector_base<colVal, std::allocator<colVal> >::_M_deallocate(colVal*, unsigned long) [185]
                0.00    0.00  269102/269102      std::allocator_traits<std::allocator<colVal> >::deallocate(std::allocator<colVal>&, colVal*, unsigned long) [191]
-----------------------------------------------
                0.00    0.00      10/269607      void std::vector<int, std::allocator<int> >::_M_realloc_insert<int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int&&) [106]
                0.00    0.00  269597/269607      void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [22]
[186]    0.0    0.00    0.00  269607         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::difference_type __gnu_cxx::operator-<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [186]
                0.00    0.00  539214/1101963     __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [149]
-----------------------------------------------
                0.00    0.00  269102/269102      std::allocator_traits<std::allocator<colVal> >::deallocate(std::allocator<colVal>&, colVal*, unsigned long) [191]
[187]    0.0    0.00    0.00  269102         __gnu_cxx::new_allocator<colVal>::deallocate(colVal*, unsigned long) [187]
-----------------------------------------------
                0.00    0.00  269102/269102      std::allocator_traits<std::allocator<colVal> >::allocate(std::allocator<colVal>&, unsigned long) [192]
[188]    0.0    0.00    0.00  269102         __gnu_cxx::new_allocator<colVal>::allocate(unsigned long, void const*) [188]
                0.00    0.00  269102/807306      __gnu_cxx::new_allocator<colVal>::_M_max_size() const [160]
-----------------------------------------------
                0.00    0.00  269102/269102      void std::vector<colVal, std::allocator<colVal> >::_M_realloc_insert<colVal const&>(__gnu_cxx::__normal_iterator<colVal*, std::vector<colVal, std::allocator<colVal> > >, colVal const&) [27]
[189]    0.0    0.00    0.00  269102         __gnu_cxx::__normal_iterator<colVal*, std::vector<colVal, std::allocator<colVal> > >::difference_type __gnu_cxx::operator-<colVal*, std::vector<colVal, std::allocator<colVal> > >(__gnu_cxx::__normal_iterator<colVal*, std::vector<colVal, std::allocator<colVal> > > const&, __gnu_cxx::__normal_iterator<colVal*, std::vector<colVal, std::allocator<colVal> > > const&) [189]
                0.00    0.00  538204/1076408     __gnu_cxx::__normal_iterator<colVal*, std::vector<colVal, std::allocator<colVal> > >::base() const [152]
-----------------------------------------------
                0.00    0.00  269102/269102      void std::vector<colVal, std::allocator<colVal> >::_M_realloc_insert<colVal const&>(__gnu_cxx::__normal_iterator<colVal*, std::vector<colVal, std::allocator<colVal> > >, colVal const&) [27]
[190]    0.0    0.00    0.00  269102         std::_Vector_base<colVal, std::allocator<colVal> >::_M_allocate(unsigned long) [190]
                0.00    0.00  269102/269102      std::allocator_traits<std::allocator<colVal> >::allocate(std::allocator<colVal>&, unsigned long) [192]
-----------------------------------------------
                0.00    0.00  269102/269102      std::_Vector_base<colVal, std::allocator<colVal> >::_M_deallocate(colVal*, unsigned long) [185]
[191]    0.0    0.00    0.00  269102         std::allocator_traits<std::allocator<colVal> >::deallocate(std::allocator<colVal>&, colVal*, unsigned long) [191]
                0.00    0.00  269102/269102      __gnu_cxx::new_allocator<colVal>::deallocate(colVal*, unsigned long) [187]
-----------------------------------------------
                0.00    0.00  269102/269102      std::_Vector_base<colVal, std::allocator<colVal> >::_M_allocate(unsigned long) [190]
[192]    0.0    0.00    0.00  269102         std::allocator_traits<std::allocator<colVal> >::allocate(std::allocator<colVal>&, unsigned long) [192]
                0.00    0.00  269102/269102      __gnu_cxx::new_allocator<colVal>::allocate(unsigned long, void const*) [188]
-----------------------------------------------
                0.00    0.00  269102/269102      std::vector<colVal, std::allocator<colVal> >::push_back(colVal const&) [15]
[193]    0.0    0.00    0.00  269102         std::vector<colVal, std::allocator<colVal> >::end() [193]
                0.00    0.00  269102/538204      __gnu_cxx::__normal_iterator<colVal*, std::vector<colVal, std::allocator<colVal> > >::__normal_iterator(colVal* const&) [170]
-----------------------------------------------
